1764045674.902018,chat,temperature,0.3,1,0.08
1764052386.6755009,chat,temperature,0.3,1,0.08
1764052425.1870024,chat,temperature,0.3,1,0.08
1764060919.4821289,search,retrieval_k,3,1,0.08
1764060919.4821289,search,tie_breaker,prefer_realtime,1,0.08
1764060987.0258672,search,retrieval_k,3,1,0.08
1764060987.0258672,search,tie_breaker,prefer_realtime,1,0.08
1764247270.13196,chat,temperature,0.3,1,0.08
1764310789.710704,chat,temperature,0.3,1,0.08
1764411126.9681866,chat,temperature,0.3,1,0.08
1764411178.6051698,search,retrieval_k,3,1,0.08
1764411178.6051698,search,tie_breaker,prefer_realtime,1,0.08
1764421757.3787317,chat,temperature,0.3,1,0.08
1764424490.807018,chat,temperature,0.3,1,0.08
1764424567.9805663,chat,temperature,0.3,1,0.08
1764425052.8633673,chat,temperature,0.3,1,0.08
1764526972.16029,chat,temperature,0.3,1,0.08
1764527082.3034804,search,retrieval_k,3,1,0.08
1764527082.3034804,search,tie_breaker,prefer_realtime,1,0.08
1764527089.6909006,chat,temperature,0.3,1,0.08
1764568214.3592849,chat,temperature,0.3,1,0.08
1764568234.2028377,chat,temperature,0.3,1,0.08
1764568266.3846395,chat,temperature,0.3,1,0.08
1764568285.2766948,chat,temperature,0.3,1,0.08
1764568296.7612746,chat,temperature,0.3,1,0.08
1764825189.8754354,chat,temperature,0.3,1,0.08
1764825197.8674233,chat,temperature,0.3,1,0.08
1764825350.5024385,chat,temperature,0.3,1,0.08
1764825685.9183419,search,retrieval_k,3,1,0.08
1764825685.9183419,search,tie_breaker,prefer_realtime,1,0.08
1765034342.7251408,chat,temperature,0.3,1,0.08
1765034367.3167472,chat,temperature,0.3,1,0.08
1765090252.203826,chat,temperature,0.3,1,0.08
1765090299.0144372,search,retrieval_k,3,1,0.08
1765090299.0144372,search,tie_breaker,prefer_realtime,1,0.08
1765090334.8434794,chat,temperature,0.7,1,0.08
1765090378.7012982,search,retrieval_k,3,1,0.08
1765090378.7012982,search,tie_breaker,prefer_realtime,1,0.08
1765090549.5370848,chat,temperature,0.3,1,0.08
1765090569.7631543,chat,temperature,0.3,1,0.08
1765090590.9997962,chat,temperature,0.3,1,0.08
